Source.Name,Route No.,Call No.,Route Start Date,Shift Start,Customer ID,Customer Name,Full Address for Address Matching,Customer Address,Country Code,Postcode,Order Details 1,Latitude,Longitude,EQ Code,Fixed Time at Call,Delivery Date,Arrival Time,Contact Number (Daily UID),Depot Address,Route Reference,Stop Departure Date,Depart Time,Driver ID,Route Reference_1,Next Customer Address,Monday,Depot,Open,Trip Drop No.,Is Crossdock,Depot Name,Route Completion Date,Cube,Units,$,Travel Distance from Prev. Drop,End Depot Arrival Time
200LS Export_1004.csv,9,4,10/5/2023,06:00 Thu,34510274-00,0274 Home Depot,1694 W INDIANTOWN RD,JUPITER,USAFL,33458-3980,27250475,26.93416,-80.12386,,12:15:00 AM,10/5/2023,10:16 Thu,20366,Sanford,W009,10/5/2023,10:16 Thu,,LSW009100423,LAKE PARK,1,0,7:00:00 AM,2,0,"Sanford, FL Domicile",10/6/2023,582,2,85458,48,18:53 Fri
200LS Export_1004.csv,9,5,10/5/2023,06:00 Thu,34510220-00,0220 Home Depot,3860 NORTHLAKE BLVD,LAKE PARK,USAFL,33403-1536,27261226,26.80813,-80.07597,,12:15:00 AM,10/5/2023,10:34 Thu,20366,Sanford,W009,10/5/2023,10:54 Thu,,LSW009100423,LAKE WORTH,1,0,7:00:00 AM,3,0,"Sanford, FL Domicile",10/6/2023,2946,13,213445,13,18:53 Fri
200LS Export_1004.csv,9,6,10/5/2023,06:00 Thu,34510205-00,0205 Home Depot,4241 LAKE WORTH RD,LAKE WORTH,USAFL,33461-3927,27261069,26.618317,-80.10879,,12:15:00 AM,10/5/2023,11:18 Thu,20366,Sanford,W009,10/5/2023,12:21 Thu,,LSW009100423,LAKE WORTH,1,0,7:00:00 AM,4,0,"Sanford, FL Domicile",10/6/2023,28225,61,1741907,17,18:53 Fri
200LS Export_1004.csv,9,7,10/5/2023,06:00 Thu,34510205-00,0205 Home Depot,4241 LAKE WORTH RD,LAKE WORTH,USAFL,33461-3927,27250677,26.618317,-80.10879,,12:15:00 AM,10/5/2023,12:21 Thu,20366,Sanford,W009,10/5/2023,12:26 Thu,,LSW009100423,LAKE WORTH,1,0,7:00:00 AM,4,0,"Sanford, FL Domicile",10/6/2023,3088,2,94857,17,18:53 Fri
200LS Export_1004.csv,9,8,10/5/2023,06:00 Thu,34516316-00,6316 Home Depot,5750 S JOG RD,LAKE WORTH,USAFL,33467-6507,27261237,26.592445,-80.147407,,12:15:00 AM,10/5/2023,12:35 Thu,20366,Sanford,W009,10/5/2023,12:56 Thu,,LSW009100423,LAKE WORTH,1,0,7:00:00 AM,5,0,"Sanford, FL Domicile",10/6/2023,3742,10,184050,4,18:53 Fri
200LS Export_1004.csv,9,9,10/5/2023,06:00 Thu,34516316-301,6316 Home Depot,5750 S JOG RD,LAKE WORTH,USAFL,33467-6507,27260164,26.592445,-80.147407,,12:15:00 AM,10/5/2023,12:56 Thu,20366,Sanford,W009,10/5/2023,12:56 Thu,,LSW009100423,DELRAY BEACH,1,0,7:00:00 AM,5,0,"Sanford, FL Domicile",10/6/2023,262,1,12147,4,18:53 Fri
200LS Export_1004.csv,9,10,10/5/2023,06:00 Thu,34516325-00,6325 Home Depot,15050 JOG RD,DELRAY BEACH,USAFL,33446-1218,27262876,26.45329,-80.14697,,12:15:00 AM,10/5/2023,13:20 Thu,20366,Sanford,W009,10/5/2023,13:48 Thu,,LSW009100423,DELRAY BEACH,0,0,7:00:00 AM,6,0,"Sanford, FL Domicile",10/6/2023,7923,17,405803,9,18:53 Fri
200LS Export_1004.csv,9,11,10/5/2023,06:00 Thu,34516325-00,6325 Home Depot,15050 JOG RD,DELRAY BEACH,USAFL,33446-1218,27260903,26.45329,-80.14697,,12:15:00 AM,10/5/2023,13:48 Thu,20366,Sanford,W009,10/5/2023,13:51 Thu,,LSW009100423,DELRAY BEACH,0,0,7:00:00 AM,6,0,"Sanford, FL Domicile",10/6/2023,2164,4,73532,9,18:53 Fri
200LS Export_1004.csv,9,12,10/5/2023,06:00 Thu,34516315-00,6315 Home Depot,1400 Waterford Pl,DELRAY BEACH,USAFL,33444,27261147,26.43659,-80.08739,,12:15:00 AM,10/5/2023,14:02 Thu,20366,Sanford,W009,10/5/2023,14:21 Thu,,LSW009100423,DELRAY BEACH,1,0,7:00:00 AM,7,0,"Sanford, FL Domicile",10/6/2023,2575,8,176117,5,18:53 Fri
200LS Export_1004.csv,9,13,10/5/2023,06:00 Thu,34516315-00,6315 Home Depot,1400 Waterford Pl,DELRAY BEACH,USAFL,33444,27241169,26.43659,-80.08739,,12:15:00 AM,10/5/2023,14:21 Thu,20366,Sanford,W009,10/5/2023,14:28 Thu,,LSW009100423,BOCA RATON,1,0,7:00:00 AM,7,0,"Sanford, FL Domicile",10/6/2023,4190,3,213487,5,18:53 Fri
200LS Export_1004.csv,9,14,10/5/2023,06:00 Thu,534510065-655,HDE/ Boca Raton Branch,160 Yamato Road,BOCA RATON,USAFL,33431,27217247,26.39444,-80.08221,,12:15:00 AM,10/5/2023,14:37 Thu,20366,Sanford,W009,10/5/2023,14:52 Thu,,LSW009100423,DEERFIELD BEACH,0,0,7:00:00 AM,8,0,"Sanford, FL Domicile",10/6/2023,1,2,0,4,18:53 Fri
200LS Export_1004.csv,9,15,10/5/2023,06:00 Thu,34510218-00,0218 Home Depot,60 SW 12TH AVE,DEERFIELD BEACH,USAFL,33442-3105,27261036,26.316576,-80.12005,,12:15:00 AM,10/5/2023,15:01 Thu,20366,Sanford,W009,10/5/2023,15:25 Thu,,LSW009100423,DEERFIELD BEACH,1,0,7:00:00 AM,9,0,"Sanford, FL Domicile",10/6/2023,5381,3,261693,7,18:53 Fri
200LS Export_1004.csv,9,16,10/5/2023,06:00 Thu,34510218-00,0218 Home Depot,60 SW 12TH AVE,DEERFIELD BEACH,USAFL,33442-3105,27246975,26.316576,-80.12005,,12:15:00 AM,10/5/2023,15:25 Thu,20366,Sanford,W009,10/5/2023,15:25 Thu,,LSW009100423,POMPANO BEACH,1,0,7:00:00 AM,9,0,"Sanford, FL Domicile",10/6/2023,1,1,1395,7,18:53 Fri
200LS Export_1004.csv,9,17,10/5/2023,06:00 Thu,34513118-500,CDS - UNIFIED LOGISTIX GROUP,1260 NE 48TH ST,POMPANO BEACH,USAFL,33064,27261945,26.290038,-80.106693,,12:15:00 AM,10/5/2023,15:35 Thu,20366,Sanford,W009,10/5/2023,15:50 Thu,,LSW009100423,POMPANO BEACH,1,0,,10,0,"Sanford, FL Domicile",10/6/2023,434,1,47870,3,18:53 Fri
200LS Export_1004.csv,9,18,10/5/2023,06:00 Thu,34516378-504,CDS - G & G DELIVERY,1260 NE 48TH ST,POMPANO BEACH,USAFL,33064,27249727,26.290038,-80.106693,,12:15:00 AM,10/5/2023,15:50 Thu,20366,Sanford,W009,10/5/2023,15:50 Thu,,LSW009100423,POMPANO BEACH,1,0,,10,0,"Sanford, FL Domicile",10/6/2023,3329,2,175136,3,18:53 Fri
200LS Export_1004.csv,9,19,10/5/2023,06:00 Thu,34510208-00,0208 Home Depot,1151 W COPANS RD,POMPANO BEACH,USAFL,33064-2201,27262896,26.26046,-80.13984,,12:15:00 AM,10/5/2023,16:00 Thu,20366,Sanford,W009,10/5/2023,17:08 Thu,,LSW009100423,POMPANO BEACH,0,0,7:00:00 AM,11,0,"Sanford, FL Domicile",10/6/2023,31120,65,2058793,3,18:53 Fri
200LS Export_1004.csv,9,20,10/5/2023,06:00 Thu,34510208-00,0208 Home Depot,1151 W COPANS RD,POMPANO BEACH,USAFL,33064-2201,27255488,26.26046,-80.13984,,12:15:00 AM,10/5/2023,17:08 Thu,20366,Sanford,W009,10/5/2023,17:10 Thu,,LSW009100423,OAKLAND PARK,0,0,7:00:00 AM,11,0,"Sanford, FL Domicile",10/6/2023,1315,3,128785,3,18:53 Fri
200LS Export_1004.csv,9,21,10/5/2023,06:00 Thu,34510249-00,0249 Home Depot,1701 W OAKLAND PARK BLVD,OAKLAND PARK,USAFL,33311-1515,27262988,26.165856,-80.165339,,12:15:00 AM,10/6/2023,12:19 Fri,20366,Sanford,W009,10/6/2023,12:51 Fri,,LSW009100423,FORT LAUDERDALE,0,0,7:00:00 AM,12,0,"Sanford, FL Domicile",10/6/2023,10307,22,708609,7,18:53 Fri
200LS Export_1004.csv,9,22,10/5/2023,06:00 Thu,34516372-00,6372 Home Depot,1000 NE 4TH AVE,FORT LAUDERDALE,USAFL,33304-1903,27262916,26.13774,-80.14043,,12:15:00 AM,10/6/2023,13:00 Fri,20366,Sanford,W009,10/6/2023,13:21 Fri,,LSW009100423,HIALEAH,0,0,1:00:00 PM,13,0,"Sanford, FL Domicile",10/6/2023,4010,13,252613,3,18:53 Fri
200LS Export_1004.csv,9,23,10/5/2023,06:00 Thu,34510209-00,0209 Home Depot,5500 NW 167TH ST,HIALEAH,USAFL,33014-6136,27262972,25.924803,-80.290899,,12:15:00 AM,10/6/2023,13:53 Fri,20366,Sanford,W009,10/6/2023,14:22 Fri,,LSW009100423,HIALEAH,0,0,7:00:00 AM,14,0,"Sanford, FL Domicile",10/6/2023,8705,14,442069,23,18:53 Fri
200LS Export_1004.csv,9,24,10/5/2023,06:00 Thu,34516872-00,6872 Home Depot,13895 W OKEECHOBEE RD,HIALEAH,USAFL,33018-3701,27263060,25.896839,-80.379113,,12:15:00 AM,10/6/2023,14:38 Fri,20366,Sanford,W009,10/6/2023,15:03 Fri,,LSW009100423,Sanford,0,0,7:00:00 AM,15,0,"Sanford, FL Domicile",10/6/2023,5960,8,256514,7,18:53 Fri
200LS Export_1004.csv,11,1,10/5/2023,05:45 Thu,21004-00,84 LUMBER CO PALM SHORES 1325/DR HORTON,2575 Roberts Road,MELBOURNE,USAFL,32940,27257815,28.201829,-80.664182,,12:15:00 AM,10/5/2023,07:00 Thu,20366,Sanford,W011,10/5/2023,07:15 Thu,,LSW011100423,MELBOURNE,1,0,7:00:00 AM,1,0,"Sanford, FL Domicile",10/5/2023,172,1,5934,75,16:22 Thu
200LS Export_1004.csv,11,2,10/5/2023,05:45 Thu,21004-00,84 LUMBER CO PALM SHORES 1325/DR HORTON,2575 Roberts Road,MELBOURNE,USAFL,32940,27249452,28.201829,-80.664182,,12:15:00 AM,10/5/2023,07:15 Thu,20366,Sanford,W011,10/5/2023,07:15 Thu,,LSW011100423,MELBOURNE,1,0,7:00:00 AM,1,0,"Sanford, FL Domicile",10/5/2023,279,1,0,75,16:22 Thu
200LS Export_1004.csv,11,3,10/5/2023,05:45 Thu,21004-00,84 LUMBER CO PALM SHORES 1325/DR HORTON,2575 Roberts Road,MELBOURNE,USAFL,32940,27247933,28.201829,-80.664182,,12:15:00 AM,10/5/2023,07:15 Thu,20366,Sanford,W011,10/5/2023,07:15 Thu,,LSW011100423,MELBOURNE,1,0,7:00:00 AM,1,0,"Sanford, FL Domicile",10/5/2023,187,1,7437,75,16:22 Thu
200LS Export_1004.csv,11,4,10/5/2023,05:45 Thu,21004-00,84 LUMBER CO PALM SHORES 1325/DR HORTON,2575 Roberts Road,MELBOURNE,USAFL,32940,27243292,28.201829,-80.664182,,12:15:00 AM,10/5/2023,07:15 Thu,20366,Sanford,W011,10/5/2023,07:15 Thu,,LSW011100423,MELBOURNE,1,0,7:00:00 AM,1,0,"Sanford, FL Domicile",10/5/2023,187,1,5615,75,16:22 Thu
200LS Export_1004.csv,11,5,10/5/2023,05:45 Thu,21004-00,84 LUMBER CO PALM SHORES 1325/DR HORTON,2575 Roberts Road,MELBOURNE,USAFL,32940,27241149,28.201829,-80.664182,,12:15:00 AM,10/5/2023,07:15 Thu,20366,Sanford,W011,10/5/2023,07:25 Thu,,LSW011100423,MELBOURNE,1,0,7:00:00 AM,1,0,"Sanford, FL Domicile",10/5/2023,4420,13,205084,75,16:22 Thu
200LS Export_1004.csv,11,6,10/5/2023,05:45 Thu,21004-00,84 LUMBER CO PALM SHORES 1325/DR HORTON,2575 Roberts Road,MELBOURNE,USAFL,32940,27241142,28.201829,-80.664182,,12:15:00 AM,10/5/2023,07:25 Thu,20366,Sanford,W011,10/5/2023,07:35 Thu,,LSW011100423,MELBOURNE,1,0,7:00:00 AM,1,0,"Sanford, FL Domicile",10/5/2023,4420,13,205084,75,16:22 Thu
200LS Export_1004.csv,11,7,10/5/2023,05:45 Thu,21004-00,84 LUMBER CO PALM SHORES 1325/DR HORTON,2575 Roberts Road,MELBOURNE,USAFL,32940,27241136,28.201829,-80.664182,,12:15:00 AM,10/5/2023,07:35 Thu,20366,Sanford,W011,10/5/2023,07:46 Thu,,LSW011100423,MELBOURNE,1,0,7:00:00 AM,1,0,"Sanford, FL Domicile",10/5/2023,4975,14,230709,75,16:22 Thu
200LS Export_1004.csv,11,8,10/5/2023,05:45 Thu,21004-00,84 LUMBER CO PALM SHORES 1325/DR HORTON,2575 Roberts Road,MELBOURNE,USAFL,32940,27241129,28.201829,-80.664182,,12:15:00 AM,10/5/2023,07:46 Thu,20366,Sanford,W011,10/5/2023,08:03 Thu,,LSW011100423,MELBOURNE,1,0,7:00:00 AM,1,0,"Sanford, FL Domicile",10/5/2023,7470,24,360796,75,16:22 Thu
200LS Export_1004.csv,11,9,10/5/2023,05:45 Thu,21004-00,84 LUMBER CO PALM SHORES 1325/DR HORTON,2575 Roberts Road,MELBOURNE,USAFL,32940,27241105,28.201829,-80.664182,,12:15:00 AM,10/5/2023,08:03 Thu,20366,Sanford,W011,10/5/2023,08:13 Thu,,LSW011100423,MELBOURNE,1,0,7:00:00 AM,1,0,"Sanford, FL Domicile",10/5/2023,4420,13,205084,75,16:22 Thu
200LS Export_1004.csv,11,10,10/5/2023,05:45 Thu,21004-00,84 LUMBER CO PALM SHORES 1325/DR HORTON,2575 Roberts Road,MELBOURNE,USAFL,32940,27241076,28.201829,-80.664182,,12:15:00 AM,10/5/2023,08:13 Thu,20366,Sanford,W011,10/5/2023,08:25 Thu,,LSW011100423,MELBOURNE,1,0,7:00:00 AM,1,0,"Sanford, FL Domicile",10/5/2023,5177,20,194566,75,16:22 Thu
200LS Export_1004.csv,11,11,10/5/2023,05:45 Thu,21004-00,84 LUMBER CO PALM SHORES 1325/DR HORTON,2575 Roberts Road,MELBOURNE,USAFL,32940,27241067,28.201829,-80.664182,,12:15:00 AM,10/5/2023,08:25 Thu,20366,Sanford,W011,10/5/2023,08:36 Thu,,LSW011100423,MELBOURNE,1,0,7:00:00 AM,1,0,"Sanford, FL Domicile",10/5/2023,4634,16,175733,75,16:22 Thu
200LS Export_1004.csv,11,12,10/5/2023,05:45 Thu,21004-00,84 LUMBER CO PALM SHORES 1325/DR HORTON,2575 Roberts Road,MELBOURNE,USAFL,32940,27241059,28.201829,-80.664182,,12:15:00 AM,10/5/2023,08:36 Thu,20366,Sanford,W011,10/5/2023,08:48 Thu,,LSW011100423,MELBOURNE,1,0,7:00:00 AM,1,0,"Sanford, FL Domicile",10/5/2023,5177,20,194566,75,16:22 Thu
200LS Export_1004.csv,11,13,10/5/2023,05:45 Thu,21004-00,84 LUMBER CO PALM SHORES 1325/DR HORTON,2575 Roberts Road,MELBOURNE,USAFL,32940,27241006,28.201829,-80.664182,,12:15:00 AM,10/5/2023,08:48 Thu,20366,Sanford,W011,10/5/2023,08:59 Thu,,LSW011100423,MELBOURNE,1,0,7:00:00 AM,1,0,"Sanford, FL Domicile",10/5/2023,4634,16,175733,75,16:22 Thu
200LS Export_1004.csv,11,14,10/5/2023,05:45 Thu,21004-00,84 LUMBER CO PALM SHORES 1325/DR HORTON,2575 Roberts Road,MELBOURNE,USAFL,32940,27240513,28.201829,-80.664182,,12:15:00 AM,10/5/2023,08:59 Thu,20366,Sanford,W011,10/5/2023,09:09 Thu,,LSW011100423,MELBOURNE,1,0,7:00:00 AM,1,0,"Sanford, FL Domicile",10/5/2023,4420,13,155205,75,16:22 Thu
200LS Export_1004.csv,11,15,10/5/2023,05:45 Thu,21004-00,84 LUMBER CO PALM SHORES 1325/DR HORTON,2575 Roberts Road,MELBOURNE,USAFL,32940,27240508,28.201829,-80.664182,,12:15:00 AM,10/5/2023,09:09 Thu,20366,Sanford,W011,10/5/2023,09:19 Thu,,LSW011100423,MELBOURNE,1,0,7:00:00 AM,1,0,"Sanford, FL Domicile",10/5/2023,4420,13,155205,75,16:22 Thu
200LS Export_1004.csv,11,16,10/5/2023,05:45 Thu,21004-00,84 LUMBER CO PALM SHORES 1325/DR HORTON,2575 Roberts Road,MELBOURNE,USAFL,32940,27240497,28.201829,-80.664182,,12:15:00 AM,10/5/2023,09:19 Thu,20366,Sanford,W011,10/5/2023,09:29 Thu,,LSW011100423,MELBOURNE,1,0,7:00:00 AM,1,0,"Sanford, FL Domicile",10/5/2023,4420,13,155205,75,16:22 Thu
200LS Export_1004.csv,11,17,10/5/2023,05:45 Thu,21004-00,84 LUMBER CO PALM SHORES 1325/DR HORTON,2575 Roberts Road,MELBOURNE,USAFL,32940,27240492,28.201829,-80.664182,,12:15:00 AM,10/5/2023,09:29 Thu,20366,Sanford,W011,10/5/2023,09:29 Thu,,LSW011100423,MELBOURNE,1,0,7:00:00 AM,1,0,"Sanford, FL Domicile",10/5/2023,187,1,5615,75,16:22 Thu
200LS Export_1004.csv,11,18,10/5/2023,05:45 Thu,21004-00,84 LUMBER CO PALM SHORES 1325/DR HORTON,2575 Roberts Road,MELBOURNE,USAFL,32940,27240489,28.201829,-80.664182,,12:15:00 AM,10/5/2023,09:29 Thu,20366,Sanford,W011,10/5/2023,09:39 Thu,,LSW011100423,MELBOURNE,1,0,7:00:00 AM,1,0,"Sanford, FL Domicile",10/5/2023,4420,13,155205,75,16:22 Thu
200LS Export_1004.csv,11,19,10/5/2023,05:45 Thu,21004-00,84 LUMBER CO PALM SHORES 1325/DR HORTON,2575 Roberts Road,MELBOURNE,USAFL,32940,27240457,28.201829,-80.664182,,12:15:00 AM,10/5/2023,09:39 Thu,20366,Sanford,W011,10/5/2023,09:51 Thu,,LSW011100423,MELBOURNE,1,0,7:00:00 AM,1,0,"Sanford, FL Domicile",10/5/2023,5074,16,197515,75,16:22 Thu
200LS Export_1004.csv,11,20,10/5/2023,05:45 Thu,21004-00,84 LUMBER CO PALM SHORES 1325/DR HORTON,2575 Roberts Road,MELBOURNE,USAFL,32940,27240438,28.201829,-80.664182,,12:15:00 AM,10/5/2023,09:51 Thu,20366,Sanford,W011,10/5/2023,10:03 Thu,,LSW011100423,MELBOURNE,1,0,7:00:00 AM,1,0,"Sanford, FL Domicile",10/5/2023,5074,16,197515,75,16:22 Thu
200LS Export_1004.csv,11,21,10/5/2023,05:45 Thu,21004-00,84 LUMBER CO PALM SHORES 1325/DR HORTON,2575 Roberts Road,MELBOURNE,USAFL,32940,27240427,28.201829,-80.664182,,12:15:00 AM,10/5/2023,10:03 Thu,20366,Sanford,W011,10/5/2023,10:13 Thu,,LSW011100423,MELBOURNE,1,0,7:00:00 AM,1,0,"Sanford, FL Domicile",10/5/2023,4420,13,155205,75,16:22 Thu
200LS Export_1004.csv,11,22,10/5/2023,05:45 Thu,21004-00,84 LUMBER CO PALM SHORES 1325/DR HORTON,2575 Roberts Road,MELBOURNE,USAFL,32940,27240415,28.201829,-80.664182,,12:15:00 AM,10/5/2023,10:13 Thu,20366,Sanford,W011,10/5/2023,10:23 Thu,,LSW011100423,MELBOURNE,1,0,7:00:00 AM,1,0,"Sanford, FL Domicile",10/5/2023,4420,13,155205,75,16:22 Thu
200LS Export_1004.csv,11,23,10/5/2023,05:45 Thu,21004-00,84 LUMBER CO PALM SHORES 1325/DR HORTON,2575 Roberts Road,MELBOURNE,USAFL,32940,27240380,28.201829,-80.664182,,12:15:00 AM,10/5/2023,10:23 Thu,20366,Sanford,W011,10/5/2023,10:33 Thu,,LSW011100423,MELBOURNE,1,0,7:00:00 AM,1,0,"Sanford, FL Domicile",10/5/2023,4420,13,155205,75,16:22 Thu
200LS Export_1004.csv,11,24,10/5/2023,05:45 Thu,21004-00,84 LUMBER CO PALM SHORES 1325/DR HORTON,2575 Roberts Road,MELBOURNE,USAFL,32940,27240283,28.201829,-80.664182,,12:15:00 AM,10/5/2023,10:33 Thu,20366,Sanford,W011,10/5/2023,10:33 Thu,,LSW011100423,MELBOURNE,1,0,7:00:00 AM,1,0,"Sanford, FL Domicile",10/5/2023,286,1,13030,75,16:22 Thu
200LS Export_1004.csv,11,25,10/5/2023,05:45 Thu,21004-00,84 LUMBER CO PALM SHORES 1325/DR HORTON,2575 Roberts Road,MELBOURNE,USAFL,32940,27240271,28.201829,-80.664182,,12:15:00 AM,10/5/2023,10:33 Thu,20366,Sanford,W011,10/5/2023,10:33 Thu,,LSW011100423,MELBOURNE,1,0,7:00:00 AM,1,0,"Sanford, FL Domicile",10/5/2023,187,1,5615,75,16:22 Thu
200LS Export_1004.csv,11,26,10/5/2023,05:45 Thu,21004-00,84 LUMBER CO PALM SHORES 1325/DR HORTON,2575 Roberts Road,MELBOURNE,USAFL,32940,27239764,28.201829,-80.664182,,12:15:00 AM,10/5/2023,10:33 Thu,20366,Sanford,W011,10/5/2023,10:43 Thu,,LSW011100423,MELBOURNE,1,0,7:00:00 AM,1,0,"Sanford, FL Domicile",10/5/2023,4420,13,155205,75,16:22 Thu
200LS Export_1004.csv,11,27,10/5/2023,05:45 Thu,21004-00,84 LUMBER CO PALM SHORES 1325/DR HORTON,2575 Roberts Road,MELBOURNE,USAFL,32940,27239731,28.201829,-80.664182,,12:15:00 AM,10/5/2023,10:43 Thu,20366,Sanford,W011,10/5/2023,10:55 Thu,,LSW011100423,MELBOURNE,1,0,7:00:00 AM,1,0,"Sanford, FL Domicile",10/5/2023,5177,20,194566,75,16:22 Thu
200LS Export_1004.csv,11,28,10/5/2023,05:45 Thu,21004-00,84 LUMBER CO PALM SHORES 1325/DR HORTON,2575 Roberts Road,MELBOURNE,USAFL,32940,27239679,28.201829,-80.664182,,12:15:00 AM,10/5/2023,10:55 Thu,20366,Sanford,W011,10/5/2023,11:05 Thu,,LSW011100423,MELBOURNE,1,0,7:00:00 AM,1,0,"Sanford, FL Domicile",10/5/2023,4420,13,155205,75,16:22 Thu
200LS Export_1004.csv,11,29,10/5/2023,05:45 Thu,21004-00,84 LUMBER CO PALM SHORES 1325/DR HORTON,2575 Roberts Road,MELBOURNE,USAFL,32940,27239677,28.201829,-80.664182,,12:15:00 AM,10/5/2023,11:05 Thu,20366,Sanford,W011,10/5/2023,11:15 Thu,,LSW011100423,MELBOURNE,1,0,7:00:00 AM,1,0,"Sanford, FL Domicile",10/5/2023,4420,13,155205,75,16:22 Thu
200LS Export_1004.csv,11,30,10/5/2023,05:45 Thu,21004-00,84 LUMBER CO PALM SHORES 1325/DR HORTON,2575 Roberts Road,MELBOURNE,USAFL,32940,27239649,28.201829,-80.664182,,12:15:00 AM,10/5/2023,11:15 Thu,20366,Sanford,W011,10/5/2023,11:27 Thu,,LSW011100423,MELBOURNE,1,0,7:00:00 AM,1,0,"Sanford, FL Domicile",10/5/2023,5177,20,194566,75,16:22 Thu
200LS Export_1004.csv,11,31,10/5/2023,05:45 Thu,21004-00,84 LUMBER CO PALM SHORES 1325/DR HORTON,2575 Roberts Road,MELBOURNE,USAFL,32940,27239607,28.201829,-80.664182,,12:15:00 AM,10/5/2023,11:27 Thu,20366,Sanford,W011,10/5/2023,11:37 Thu,,LSW011100423,MELBOURNE,1,0,7:00:00 AM,1,0,"Sanford, FL Domicile",10/5/2023,4420,13,155205,75,16:22 Thu
200LS Export_1004.csv,11,32,10/5/2023,05:45 Thu,21004-00,84 LUMBER CO PALM SHORES 1325/DR HORTON,2575 Roberts Road,MELBOURNE,USAFL,32940,27239568,28.201829,-80.664182,,12:15:00 AM,10/5/2023,11:37 Thu,20366,Sanford,W011,10/5/2023,11:47 Thu,,LSW011100423,MELBOURNE,1,0,7:00:00 AM,1,0,"Sanford, FL Domicile",10/5/2023,4420,13,205084,75,16:22 Thu
200LS Export_1004.csv,11,33,10/5/2023,05:45 Thu,21004-00,84 LUMBER CO PALM SHORES 1325/DR HORTON,2575 Roberts Road,MELBOURNE,USAFL,32940,27239507,28.201829,-80.664182,,12:15:00 AM,10/5/2023,11:47 Thu,20366,Sanford,W011,10/5/2023,12:04 Thu,,LSW011100423,MELBOURNE,1,0,7:00:00 AM,1,0,"Sanford, FL Domicile",10/5/2023,7470,24,360796,75,16:22 Thu
200LS Export_1004.csv,11,34,10/5/2023,05:45 Thu,21004-00,84 LUMBER CO PALM SHORES 1325/DR HORTON,2575 Roberts Road,MELBOURNE,USAFL,32940,27239468,28.201829,-80.664182,,12:15:00 AM,10/5/2023,12:04 Thu,20366,Sanford,W011,10/5/2023,12:14 Thu,,LSW011100423,MELBOURNE,1,0,7:00:00 AM,1,0,"Sanford, FL Domicile",10/5/2023,4420,13,155205,75,16:22 Thu
200LS Export_1004.csv,11,35,10/5/2023,05:45 Thu,21004-00,84 LUMBER CO PALM SHORES 1325/DR HORTON,2575 Roberts Road,MELBOURNE,USAFL,32940,27231526,28.201829,-80.664182,,12:15:00 AM,10/5/2023,12:14 Thu,20366,Sanford,W011,10/5/2023,12:24 Thu,,LSW011100423,MELBOURNE,1,0,7:00:00 AM,1,0,"Sanford, FL Domicile",10/5/2023,4420,13,155205,75,16:22 Thu
200LS Export_1004.csv,11,36,10/5/2023,05:45 Thu,21004-00,84 LUMBER CO PALM SHORES 1325/DR HORTON,2575 Roberts Road,MELBOURNE,USAFL,32940,27231061,28.201829,-80.664182,,12:15:00 AM,10/5/2023,12:24 Thu,20366,Sanford,W011,10/5/2023,12:34 Thu,,LSW011100423,MELBOURNE,1,0,7:00:00 AM,1,0,"Sanford, FL Domicile",10/5/2023,4420,13,155205,75,16:22 Thu
200LS Export_1004.csv,11,37,10/5/2023,05:45 Thu,21004-00,84 LUMBER CO PALM SHORES 1325/DR HORTON,2575 Roberts Road,MELBOURNE,USAFL,32940,27231029,28.201829,-80.664182,,12:15:00 AM,10/5/2023,12:34 Thu,20366,Sanford,W011,10/5/2023,12:44 Thu,,LSW011100423,MELBOURNE,1,0,7:00:00 AM,1,0,"Sanford, FL Domicile",10/5/2023,4420,13,155205,75,16:22 Thu
200LS Export_1004.csv,11,38,10/5/2023,05:45 Thu,21004-00,84 LUMBER CO PALM SHORES 1325/DR HORTON,2575 Roberts Road,MELBOURNE,USAFL,32940,27231028,28.201829,-80.664182,,12:15:00 AM,10/5/2023,12:44 Thu,20366,Sanford,W011,10/5/2023,12:54 Thu,,LSW011100423,MELBOURNE,1,0,7:00:00 AM,1,0,"Sanford, FL Domicile",10/5/2023,4420,13,155205,75,16:22 Thu
200LS Export_1004.csv,11,39,10/5/2023,05:45 Thu,21004-00,84 LUMBER CO PALM SHORES 1325/DR HORTON,2575 Roberts Road,MELBOURNE,USAFL,32940,27230929,28.201829,-80.664182,,12:15:00 AM,10/5/2023,12:54 Thu,20366,Sanford,W011,10/5/2023,13:04 Thu,,LSW011100423,MELBOURNE,1,0,7:00:00 AM,1,0,"Sanford, FL Domicile",10/5/2023,4420,13,155205,75,16:22 Thu
200LS Export_1004.csv,11,40,10/5/2023,05:45 Thu,21004-00,84 LUMBER CO PALM SHORES 1325/DR HORTON,2575 Roberts Road,MELBOURNE,USAFL,32940,27230838,28.201829,-80.664182,,12:15:00 AM,10/5/2023,13:04 Thu,20366,Sanford,W011,10/5/2023,13:14 Thu,,LSW011100423,MELBOURNE,1,0,7:00:00 AM,1,0,"Sanford, FL Domicile",10/5/2023,4420,13,155205,75,16:22 Thu
